question_id,tags,Pseudoteks (clean_text)
q6460,71,tag_71
q3722,78,tag_78
q6484,85,tag_85
q4419,84,tag_84
q6371,85,tag_85
q4259,86,tag_86
q4309,98,tag_98
q9603,119,tag_119
q5753,74,tag_74
q3766,106,tag_106
q6408,77,tag_77
q4772,78,tag_78
q9634,78,tag_78
q5578,84,tag_84
q6232,85,tag_85
q8680,119,tag_119
q4809,83,tag_83
q4357,84,tag_84
q5863,80,tag_80
q4640,71,tag_71
q5425,78,tag_78
q4286,84,tag_84
q5978,80,tag_80
q5552,80,tag_80
q5939,71,tag_71
q5905,84,tag_84
q5408,78,tag_78
q5555,84,tag_84
q4639,71,tag_71
q5986,98,tag_98
q4449,84,tag_84
q4086,119,tag_119
q4971,74,tag_74
q4685,71,tag_71
q9583,119,tag_119
q9646,78,tag_78
q4647,71,tag_71
q5913,84,tag_84
q5244,119,tag_119
q5838,80,tag_80
q4722,71,tag_71
q10054,78,tag_78
q3977,83,tag_83
q5263,119,tag_119
q6264,85,tag_85
q4270,98,tag_98
q8427,74,tag_74
q4015,84,tag_84
q5210,74,tag_74
q5378,98,tag_98
q4424,84,tag_84
q4226,71,tag_71
q4655,71,tag_71
q4551,80,tag_80
q3984,71,tag_71
q5169,74,tag_74
q9667,78,tag_78
q5018,74,tag_74
q4861,71,tag_71
q4888,71,tag_71
q3821,86,tag_86
q3800,86,tag_86
q4466,98,tag_98
q4930,74,tag_74
q4635,71,tag_71
q4400,98,tag_98
q3728,78,tag_78
q6229,71,tag_71
q5947,84,tag_84
q9651,78,tag_78
q4622,84,tag_84
q4850,71,tag_71
q4581,84,tag_84
q4253,86,tag_86
q4986,74,tag_74
q5938,84,tag_84
q5825,74,tag_74
q6001,84,tag_84
q3680,85,tag_85
q10043,78,tag_78
q10031,78,tag_78
q4858,71,tag_71
q4983,74,tag_74
q5606,98,tag_98
q4882,71,tag_71
q6079,119,tag_119
q6388,85,tag_85
q6370,85,tag_85
q7739,167;156;177,tag_167 tag_156 tag_177
q7738,167;168;177,tag_167 tag_168 tag_177
q7740,167;153;177,tag_167 tag_153 tag_177
q7737,167;149;177,tag_167 tag_149 tag_177
q9623,78,tag_78
q4738,71,tag_71
q5958,84,tag_84
q5598,98,tag_98
q4433,98,tag_98
q4623,84,tag_84
q6354,84,tag_84
q4889,71,tag_71
q4342,86,tag_86
q4885,71,tag_71
q7703,155;151;177,tag_155 tag_151 tag_177
q7705,155;169;177,tag_155 tag_169 tag_177
q7704,155;156;177,tag_155 tag_156 tag_177
q4361,71,tag_71
q5980,98,tag_98
q3760,86,tag_86
q3857,74,tag_74
q3749,78,tag_78
q3618,74,tag_74
q6004,98,tag_98
q5932,84,tag_84
q4737,119,tag_119
q4142,119,tag_119
q4229,71,tag_71
q10055,78,tag_78
q3712,78,tag_78
q6238,71,tag_71
q4628,78,tag_78
q6463,86,tag_86
q4745,71,tag_71
q3725,78,tag_78
q4741,86,tag_86
q4674,71,tag_71
q10025,78,tag_78
q5471,86,tag_86
q4379,98,tag_98
q9657,78,tag_78
q3711,78,tag_78
q4978,74,tag_74
q4460,98,tag_98
q5539,98,tag_98
q6434,98,tag_98
q3807,86,tag_86
q9647,78,tag_78
q5599,84,tag_84
q3771,86,tag_86
q6273,74,tag_74
q4679,71,tag_71
q3789,86,tag_86
q8431,74,tag_74
q5561,84,tag_84
q5668,119,tag_119
q4420,84,tag_84
q8466,74,tag_74
q6247,84,tag_84
q5085,71,tag_71
q5364,78,tag_78
q5565,84,tag_84
q4678,71,tag_71
q4016,78,tag_78
q4381,98,tag_98
q9616,119,tag_119
q4456,84,tag_84
q5023,74,tag_74
q5993,98,tag_98
q3663,74,tag_74
q4118,86,tag_86
q4899,78,tag_78
q5852,84,tag_84
q4673,71,tag_71
q4409,98,tag_98
q4075,119,tag_119
q3834,86,tag_86
q8430,74,tag_74
q4412,98,tag_98
q1544,54;181;182,tag_54 tag_181 tag_182
q1543,53;181;182,tag_53 tag_181 tag_182
q1542,53;181;182,tag_53 tag_181 tag_182
q4382,98,tag_98
q4254,86,tag_86
q5235,119,tag_119
q3623,74,tag_74
q4088,119,tag_119
q4005,71,tag_71
q6137,119,tag_119
q5119,74,tag_74
q3863,74,tag_74
q4501,74,tag_74
q4690,71,tag_71
q3891,74,tag_74
q6239,78,tag_78
q4634,71,tag_71
q4703,71,tag_71
q4372,98,tag_98
q4365,71,tag_71
q5209,74,tag_74
q6275,74,tag_74
q10013,78,tag_78
q5728,74,tag_74
q3708,78,tag_78
q6105,119,tag_119
q4643,71,tag_71
q4663,71,tag_71
q4976,74,tag_74
q4942,74,tag_74
q4694,71,tag_71
q4671,71,tag_71
q3904,71,tag_71
q3987,71,tag_71
q8432,74,tag_74
q4418,98,tag_98
q4404,98,tag_98
q3880,74,tag_74
q4670,71,tag_71
q4890,71,tag_71
q4692,71,tag_71
q5088,74,tag_74
q4664,71,tag_71
q10046,78,tag_78
q9630,78,tag_78
q9633,78,tag_78
q4855,71,tag_71
q5356,78,tag_78
q4637,71,tag_71
q5877,74,tag_74
q3616,74,tag_74
q4049,78,tag_78
q5134,74,tag_74
q6726,74,tag_74
q4940,74,tag_74
q4666,71,tag_71
q6167,71,tag_71
q4227,71,tag_71
q6449,74,tag_74
q4880,71,tag_71
q4667,71,tag_71
q5811,74,tag_74
q5143,74,tag_74
q5138,74,tag_74
q5005,74,tag_74
q4234,71,tag_71
q4946,74,tag_74
q6285,74,tag_74
q4217,71,tag_71
q4148,74,tag_74
q4887,71,tag_71
q6492,71,tag_71
q5382,71,tag_71
q5383,71,tag_71
q4349,71,tag_71
q4636,71,tag_71
q4716,71,tag_71
q4862,71,tag_71
q4641,71,tag_71
q3856,74,tag_74
q3627,74,tag_74
q4859,71,tag_71
q5891,74,tag_74
q4654,71,tag_71
q4642,71,tag_71
q5884,74,tag_74
q3619,74,tag_74
q3881,74,tag_74
q8407,74,tag_74
q5123,74,tag_74
q6291,74,tag_74
q8437,74,tag_74
q5148,74,tag_74
q8479,74,tag_74
q4962,74,tag_74
q5881,74,tag_74
q4585,74,tag_74
q8465,74,tag_74
q8428,74,tag_74
q8446,74,tag_74
q4932,74,tag_74
q5145,74,tag_74
q8449,74,tag_74
q8442,74,tag_74
q8435,74,tag_74
q4958,74,tag_74
q8447,74,tag_74
q5006,74,tag_74
q5822,74,tag_74
q5155,74,tag_74
q5127,74,tag_74
q4938,74,tag_74
q5090,74,tag_74
q5002,74,tag_74
q4898,74,tag_74
q3651,74,tag_74
q6300,74,tag_74
q4963,74,tag_74
q3893,74,tag_74
q8419,74,tag_74
q5146,74,tag_74
q5794,74,tag_74
q3630,74,tag_74
q3660,74,tag_74
q3993,74,tag_74
q6341,74,tag_74
q5158,74,tag_74
q4995,74,tag_74
q4951,74,tag_74
q5207,74,tag_74
q4979,74,tag_74
q5800,74,tag_74
q3661,74,tag_74
q3652,74,tag_74
q6299,74,tag_74
q5008,74,tag_74
q6729,74,tag_74
q5137,74,tag_74
q4935,74,tag_74
q8475,74,tag_74
q4584,74,tag_74
q5620,74,tag_74
q4587,74,tag_74
q5156,74,tag_74
q6270,74,tag_74
q5154,74,tag_74
q8478,74,tag_74
q3648,74,tag_74
q6734,74,tag_74
q3657,74,tag_74
q3653,74,tag_74
q5217,74,tag_74
q5162,74,tag_74
q4972,74,tag_74
q6342,74,tag_74
q5159,74,tag_74
q8488,74,tag_74
q4997,74,tag_74
q5204,74,tag_74
q8483,74,tag_74
q8421,74,tag_74
q6304,74,tag_74
q6286,74,tag_74
q8441,74,tag_74
q4975,74,tag_74
q5171,74,tag_74
q8424,74,tag_74
q5132,74,tag_74
q4981,74,tag_74
q3864,74,tag_74
q5752,74,tag_74
q8413,74,tag_74
q8459,74,tag_74
q5193,74,tag_74
q5192,74,tag_74
q3876,74,tag_74
q5797,74,tag_74
q5013,74,tag_74
q6271,74,tag_74
q5816,74,tag_74
q5009,74,tag_74
q3870,74,tag_74
q5729,74,tag_74
q5164,74,tag_74
q5172,74,tag_74
q3994,74,tag_74
q4994,74,tag_74
q5183,74,tag_74
q5021,74,tag_74
q5180,74,tag_74
q4955,74,tag_74
q5801,74,tag_74
q5876,74,tag_74
q3887,74,tag_74
q5872,74,tag_74
q8433,74,tag_74
q5012,74,tag_74
q4274,74,tag_74
q4164,74,tag_74
q4960,74,tag_74
q3988,74,tag_74
q3664,74,tag_74
q5871,74,tag_74
q5202,74,tag_74
q8444,74,tag_74
q5199,74,tag_74
q5755,74,tag_74
q3654,74,tag_74
q8397,74,tag_74
q5608,74,tag_74
q5887,74,tag_74
q6248,74,tag_74
q6289,74,tag_74
q8472,74,tag_74
q5001,74,tag_74
q8448,74,tag_74
q3607,74,tag_74
q5810,74,tag_74
q4779,74,tag_74
q8489,74,tag_74
q5130,74,tag_74
q6464,74,tag_74
q4945,74,tag_74
q3608,74,tag_74
q5011,74,tag_74
q5827,74,tag_74
q5212,74,tag_74
q5205,74,tag_74
q6277,74,tag_74
q5181,74,tag_74
q6236,74,tag_74
q5631,74,tag_74
q3849,74,tag_74
q4278,74,tag_74
q8490,74,tag_74
q8476,74,tag_74
q4993,74,tag_74
q5017,74,tag_74
q5000,74,tag_74
q5817,74,tag_74
q5147,74,tag_74
q5873,74,tag_74
q5799,74,tag_74
q5184,74,tag_74
q3883,74,tag_74
q5814,74,tag_74
q3615,74,tag_74
q8485,74,tag_74
q6296,74,tag_74
q1412,52;183;184,tag_52 tag_183 tag_184
q1410,54;183;184,tag_54 tag_183 tag_184
q1411,52;183;184,tag_52 tag_183 tag_184
q2133,53;183;182,tag_53 tag_183 tag_182
q2135,54;183;182,tag_54 tag_183 tag_182
q2134,52;183;182,tag_52 tag_183 tag_182
q7277,167;168;177,tag_167 tag_168 tag_177
q7278,167;156;177,tag_167 tag_156 tag_177
q7096,155;148;177,tag_155 tag_148 tag_177
q7097,155;156;177,tag_155 tag_156 tag_177
q7098,155;149;177,tag_155 tag_149 tag_177
q7099,155;169;177,tag_155 tag_169 tag_177
q7776,155;148;177,tag_155 tag_148 tag_177
q7777,155;156;177,tag_155 tag_156 tag_177
q7106,167;148;177,tag_167 tag_148 tag_177
q7107,167;168;177,tag_167 tag_168 tag_177
q7774,146;149;177,tag_146 tag_149 tag_177
q7773,146;149;177,tag_146 tag_149 tag_177
q7775,146;150;177,tag_146 tag_150 tag_177
q7558,167;168;177,tag_167 tag_168 tag_177
q7557,167;149;177,tag_167 tag_149 tag_177
q8335,146;147;179;176;151;176,tag_146 tag_147 tag_179 tag_176 tag_151 tag_176
q8334,146;147;179;176;150;176,tag_146 tag_147 tag_179 tag_176 tag_150 tag_176
q8333,146;147;179;176;149;176,tag_146 tag_147 tag_179 tag_176 tag_149 tag_176
q8336,146;147;179;176;149;176,tag_146 tag_147 tag_179 tag_176 tag_149 tag_176
q8332,146;147;179;176;148;176,tag_146 tag_147 tag_179 tag_176 tag_148 tag_176
q7784,155;149;177,tag_155 tag_149 tag_177
q7783,155;148;177,tag_155 tag_148 tag_177
q7286,167;156;177,tag_167 tag_156 tag_177
q7285,167;168;177,tag_167 tag_168 tag_177
q7322,159;169;177,tag_159 tag_169 tag_177
q7320,159;153;177,tag_159 tag_153 tag_177
q7319,159;149;177,tag_159 tag_149 tag_177
q7321,159;156;177,tag_159 tag_156 tag_177
q7564,155;149;177,tag_155 tag_149 tag_177
q7565,155;153;177,tag_155 tag_153 tag_177
q7563,155;148;177,tag_155 tag_148 tag_177
q7566,155;169;177,tag_155 tag_169 tag_177
q7430,146;179;177;153;177,tag_146 tag_179 tag_177 tag_153 tag_177
q7431,146;179;177;153;177,tag_146 tag_179 tag_177 tag_153 tag_177
q7785,146;153;177,tag_146 tag_153 tag_177
q7787,146,tag_146
q7786,146;153;177,tag_146 tag_153 tag_177
q7720,167;168;177,tag_167 tag_168 tag_177
q7717,167;148;177,tag_167 tag_148 tag_177
q7719,167;153;177,tag_167 tag_153 tag_177
q7718,167;149;177,tag_167 tag_149 tag_177
q8028,167;156;177,tag_167 tag_156 tag_177
q8027,167;148;177,tag_167 tag_148 tag_177
q8026,167;153;177,tag_167 tag_153 tag_177
q8029,167;168;177,tag_167 tag_168 tag_177
q7103,167;168;177,tag_167 tag_168 tag_177
q7102,167;149;177,tag_167 tag_149 tag_177
q7590,159;169;177,tag_159 tag_169 tag_177
q7589,159;150;177,tag_159 tag_150 tag_177
q7588,159;153;177,tag_159 tag_153 tag_177
q7587,159;148;177,tag_159 tag_148 tag_177
q7681,159;148;177,tag_159 tag_148 tag_177
q7682,159;150;177,tag_159 tag_150 tag_177
q7126,167;168;177,tag_167 tag_168 tag_177
q7125,167;149;177,tag_167 tag_149 tag_177
q7567,170;153;177,tag_170 tag_153 tag_177
q7569,170;153;177,tag_170 tag_153 tag_177
q7570,170;169;177,tag_170 tag_169 tag_177
q7568,170;153;177,tag_170 tag_153 tag_177
q8007,167;153;177,tag_167 tag_153 tag_177
q8008,167;156;177,tag_167 tag_156 tag_177
q8009,167;168;177,tag_167 tag_168 tag_177
q8006,167;149;177,tag_167 tag_149 tag_177
q7401,167;150;177,tag_167 tag_150 tag_177
q7398,167;148;177,tag_167 tag_148 tag_177
q7399,167;153;177,tag_167 tag_153 tag_177
q7400,167;168;177,tag_167 tag_168 tag_177
q7166,157;179;177;149;177,tag_157 tag_179 tag_177 tag_149 tag_177
q7165,157;179;177;153;177,tag_157 tag_179 tag_177 tag_153 tag_177
q7233,146;156;177,tag_146 tag_156 tag_177
q7232,146;150;177,tag_146 tag_150 tag_177
q7231,146;148;177,tag_146 tag_148 tag_177
q7561,167;149;177,tag_167 tag_149 tag_177
q7562,167;168;177,tag_167 tag_168 tag_177
q8242,155;158;148;176,tag_155 tag_158 tag_148 tag_176
q8245,155;158;149;176,tag_155 tag_158 tag_149 tag_176
q8244,155;158;149;176,tag_155 tag_158 tag_149 tag_176
q8243,155;158;151;176,tag_155 tag_158 tag_151 tag_176
q8246,155;158;149;176,tag_155 tag_158 tag_149 tag_176
q7467,167;168;177,tag_167 tag_168 tag_177
q7468,167;149;177,tag_167 tag_149 tag_177
q7162,146;148;177,tag_146 tag_148 tag_177
q7164,146;149;177,tag_146 tag_149 tag_177
q7163,146;153;177,tag_146 tag_153 tag_177
q7115,167;168;177,tag_167 tag_168 tag_177
q7114,167;153;177,tag_167 tag_153 tag_177
q7653,146;153;177,tag_146 tag_153 tag_177
q7654,146;149;177,tag_146 tag_149 tag_177
q7235,155;149;177,tag_155 tag_149 tag_177
q7234,155;153;177,tag_155 tag_153 tag_177
q7750,167;149;177,tag_167 tag_149 tag_177
q7749,167;168;177,tag_167 tag_168 tag_177
q7639,146;153;177,tag_146 tag_153 tag_177
q7638,146;153;177,tag_146 tag_153 tag_177
q7637,146;150;177,tag_146 tag_150 tag_177
q7033,159;169;177,tag_159 tag_169 tag_177
q7032,159;153;177,tag_159 tag_153 tag_177
q7031,159;156;177,tag_159 tag_156 tag_177
q7030,159;148;177,tag_159 tag_148 tag_177
q8042,157;179;177;149;177,tag_157 tag_179 tag_177 tag_149 tag_177
q8041,157;179;177;148;177,tag_157 tag_179 tag_177 tag_148 tag_177
q7811,159;179;177;148;177,tag_159 tag_179 tag_177 tag_148 tag_177
q7812,159;179;177;153;177,tag_159 tag_179 tag_177 tag_153 tag_177
q7814,159;150;177,tag_159 tag_150 tag_177
q7813,159;149;177,tag_159 tag_149 tag_177
q7766,155;156;177,tag_155 tag_156 tag_177
q7765,155;148;177,tag_155 tag_148 tag_177
q7743,167;168;177,tag_167 tag_168 tag_177
q7744,167;153;177,tag_167 tag_153 tag_177
q7167,152;149;177,tag_152 tag_149 tag_177
q7168,152;153;177,tag_152 tag_153 tag_177
q7441,159;150;177,tag_159 tag_150 tag_177
q7440,159;153;177,tag_159 tag_153 tag_177
q7130,167;179;177;153;177,tag_167 tag_179 tag_177 tag_153 tag_177
q7129,167;179;177;168;177,tag_167 tag_179 tag_177 tag_168 tag_177
q7988,146;158;162;153;178,tag_146 tag_158 tag_162 tag_153 tag_178
q7992,146;158;162;156;178,tag_146 tag_158 tag_162 tag_156 tag_178
q7990,146;158;162;153;178,tag_146 tag_158 tag_162 tag_153 tag_178
q7989,146;158;162;149;178,tag_146 tag_158 tag_162 tag_149 tag_178
q7991,146;158;162;149;178,tag_146 tag_158 tag_162 tag_149 tag_178
q8038,155;148;177,tag_155 tag_148 tag_177
q8039,155;149;177,tag_155 tag_149 tag_177
q8040,155;150;177,tag_155 tag_150 tag_177
q7443,155;179;177;149;177,tag_155 tag_179 tag_177 tag_149 tag_177
q7444,155;179;177;150;177,tag_155 tag_179 tag_177 tag_150 tag_177
q7442,155;179;177;148;177,tag_155 tag_179 tag_177 tag_148 tag_177
q7128,167;168;177,tag_167 tag_168 tag_177
q7127,167;149;177,tag_167 tag_149 tag_177
q7110,167;179;177;153;177,tag_167 tag_179 tag_177 tag_153 tag_177
q7111,167;179;177;168;177,tag_167 tag_179 tag_177 tag_168 tag_177
q7673,159;153;177,tag_159 tag_153 tag_177
q7674,159;149;177,tag_159 tag_149 tag_177
q7630,146;149;177,tag_146 tag_149 tag_177
q7631,146;149;177,tag_146 tag_149 tag_177
q7432,159;148;177,tag_159 tag_148 tag_177
q7433,159;149;177,tag_159 tag_149 tag_177
q7747,167;168;177,tag_167 tag_168 tag_177
q7748,167;149;177,tag_167 tag_149 tag_177
q7230,155;149;177,tag_155 tag_149 tag_177
q7229,155;148;177,tag_155 tag_148 tag_177
q7100,167;148;177,tag_167 tag_148 tag_177
q7101,167;149;177,tag_167 tag_149 tag_177
q7651,146;153;177,tag_146 tag_153 tag_177
q7652,146;153;177,tag_146 tag_153 tag_177
q7746,167;153;177,tag_167 tag_153 tag_177
q7745,167;168;177,tag_167 tag_168 tag_177
q7693,155;156;177,tag_155 tag_156 tag_177
q7692,155;150;177,tag_155 tag_150 tag_177
q7691,155;148;177,tag_155 tag_148 tag_177
q17152,120,tag_120
q17200,71,tag_71
q17362,85,tag_85
q17394,85,tag_85
q17179,98,tag_98
q17071,85,tag_85
q17268,76,tag_76
q17133,98,tag_98
q17094,74,tag_74
q17131,71,tag_71
q17316,86,tag_86
q17100,81,tag_81
q17150,78,tag_78
q17158,133,tag_133
q17108,107,tag_107
q17176,74,tag_74
q17371,98,tag_98
q17188,83,tag_83
q17208,133,tag_133
q17212,83,tag_83
q17363,71,tag_71
q17172,76,tag_76
q17147,86,tag_86
q17136,85,tag_85
q17092,92,tag_92
q17253,86,tag_86
q17297,98,tag_98
q17320,86,tag_86
q17221,74,tag_74
q17387,92,tag_92
q17351,71,tag_71
q17226,120,tag_120
q17088,86,tag_86
q17359,98,tag_98
q17064,116,tag_116
q17235,119,tag_119
q17307,76,tag_76
q17392,77,tag_77
q17102,88,tag_88
q17238,71,tag_71
q17074,77,tag_77
q17266,85,tag_85
q17223,86,tag_86
q17180,83,tag_83
q17145,76,tag_76
q17148,83,tag_83
q17197,77,tag_77
q17242,85,tag_85
q17139,86,tag_86
q17256,86,tag_86
q17343,86,tag_86
q17321,74,tag_74
q17166,72,tag_72
q17344,74,tag_74
q17225,98,tag_98
q17043,85,tag_85
q17164,83,tag_83
q17282,74,tag_74
q17237,77,tag_77
q17192,88,tag_88
q17146,119,tag_119
q17049,77,tag_77
q17292,105,tag_105
q17087,72,tag_72
q17168,77,tag_77
q17324,80,tag_80
q17273,133,tag_133
q17095,83,tag_83
q17090,74,tag_74
q17338,98,tag_98
q17061,133,tag_133
q17128,83,tag_83
q17116,74,tag_74
q17060,98,tag_98
q17059,77,tag_77
q17299,83,tag_83
q17352,76,tag_76
q17291,119,tag_119
q17257,83,tag_83
q17341,107,tag_107
q17336,71,tag_71
q17058,83,tag_83
q17314,71,tag_71
q17204,77,tag_77
q17275,77,tag_77
q17391,133,tag_133
q17334,76,tag_76
q17210,72,tag_72
q17382,107,tag_107
q17368,88,tag_88
q17330,71,tag_71
q17339,74,tag_74
q17080,83,tag_83
q17195,74,tag_74
q17155,83,tag_83
q17255,74,tag_74
q17067,76,tag_76
q17240,76,tag_76
q17337,77,tag_77
q17183,105,tag_105
q17370,74,tag_74
q17055,76,tag_76
q17361,77,tag_77
q17182,76,tag_76
q17304,76,tag_76
q17219,76,tag_76
q17078,85,tag_85
q17263,83,tag_83
q17141,71,tag_71
q17154,74,tag_74
q17356,135,tag_135
q17105,133,tag_133
q17288,74,tag_74
q17122,83,tag_83
q17187,80,tag_80
q17276,119,tag_119
q17374,71,tag_71
q17261,74,tag_74
q17142,105,tag_105
q17056,71,tag_71
q17085,85,tag_85
q17068,77,tag_77
q17398,90,tag_90
q17220,86,tag_86
q17353,77,tag_77
q17072,98,tag_98
q17327,77,tag_77
q17239,74,tag_74
q17063,85,tag_85
q17281,138,tag_138
q17395,88,tag_88
q17333,83,tag_83
q17271,133,tag_133
q17084,75,tag_75
q17099,76,tag_76
q17103,83,tag_83
q17189,109,tag_109
q17296,77,tag_77
q17222,88,tag_88
q17101,85,tag_85
q17246,78,tag_78
q17199,83,tag_83
q17251,71,tag_71
q17213,71,tag_71
q17347,71,tag_71
q17104,86,tag_86
q17209,113,tag_113
q17216,83,tag_83
q17298,83,tag_83
q17342,76,tag_76
q17065,78,tag_78
q17305,76,tag_76
q17346,83,tag_83
q17295,71,tag_71
q17331,77,tag_77
q17130,77,tag_77
q17258,98,tag_98
q17378,76,tag_76
q17589,85,tag_85
q17413,83,tag_83
q17311,98,tag_98
q17422,130,tag_130
q17388,74,tag_74
q17588,105,tag_105
q17169,71,tag_71
q17284,71,tag_71
q17053,83,tag_83
q17279,144,tag_144
q17581,92,tag_92
q17591,74,tag_74
q17367,77,tag_77
q17565,71,tag_71
q17418,77,tag_77
q17419,83,tag_83
q17566,74,tag_74
q17153,74,tag_74
q17123,98,tag_98
q17205,76,tag_76
q17586,120,tag_120
q17415,76,tag_76
q17580,77,tag_77
q17329,74,tag_74
q17585,85,tag_85
q17322,71,tag_71
q17086,133,tag_133
q17577,133,tag_133
q17381,77,tag_77
q17211,78,tag_78
q17582,85,tag_85
q17569,138,tag_138
q17134,85,tag_85
q17420,85,tag_85
q17328,119,tag_119
q17138,76,tag_76
q17572,86,tag_86
q17416,105,tag_105
q17417,135,tag_135
q17414,74,tag_74
q17163,80,tag_80
q17230,76,tag_76
q17575,77,tag_77
q17366,105,tag_105
q17590,76,tag_76
q17050,98,tag_98
q17126,133,tag_133
q17272,77,tag_77
q17592,71,tag_71
q17160,77,tag_77
q17132,85,tag_85
q17076,74,tag_74
q17323,133,tag_133
q17397,74,tag_74
q17227,83,tag_83
q17151,77,tag_77
q17206,85,tag_85
q17332,119,tag_119
q17178,85,tag_85
q17384,86,tag_86
q17052,119,tag_119
q17075,71,tag_71
q17097,71,tag_71
q17265,77,tag_77
q17093,77,tag_77
q17274,85,tag_85
q2151,56;183;182,tag_56 tag_183 tag_182
q2153,55;183;182,tag_55 tag_183 tag_182
q2152,52;183;182,tag_52 tag_183 tag_182
q364,30;34;42;183;182,tag_30 tag_34 tag_42 tag_183 tag_182
q117,10;7;181,tag_10 tag_7 tag_181
q1571,52;185;181;183,tag_52 tag_185 tag_181 tag_183
q1570,57;185;181;183,tag_57 tag_185 tag_181 tag_183
q1569,53;185;181;183,tag_53 tag_185 tag_181 tag_183
q817,30;34;35;184;183,tag_30 tag_34 tag_35 tag_184 tag_183
q460,24;43;181;182,tag_24 tag_43 tag_181 tag_182
q978,30;34;35;183;182,tag_30 tag_34 tag_35 tag_183 tag_182
q211,28;29;181;183,tag_28 tag_29 tag_181 tag_183
q535,34;35;183;184,tag_34 tag_35 tag_183 tag_184
q1023,24;33;185;183,tag_24 tag_33 tag_185 tag_183
q1025,38;39;183;185,tag_38 tag_39 tag_183 tag_185
q1978,54;181;184,tag_54 tag_181 tag_184
q1979,54;181;184,tag_54 tag_181 tag_184
q1977,53;181;184,tag_53 tag_181 tag_184
q1717,58;183;184,tag_58 tag_183 tag_184
q1716,52;183;184,tag_52 tag_183 tag_184
q1718,54;183;184,tag_54 tag_183 tag_184
q8117,1;2;179;183,tag_1 tag_2 tag_179 tag_183
q282,38;39;181;183,tag_38 tag_39 tag_181 tag_183
q8141,18;7;181,tag_18 tag_7 tag_181
q50,17;7;179;182,tag_17 tag_7 tag_179 tag_182
q1307,31;32;185;181,tag_31 tag_32 tag_185 tag_181
q8066,8;2;184,tag_8 tag_2 tag_184
q533,30;28;29;184;185,tag_30 tag_28 tag_29 tag_184 tag_185
q228,183;185;24;26,tag_183 tag_185 tag_24 tag_26
q972,24;43;182;183,tag_24 tag_43 tag_182 tag_183
q258,46;47;184;182,tag_46 tag_47 tag_184 tag_182
q517,24;25;185;181,tag_24 tag_25 tag_185 tag_181
q1226,46;47;183;185,tag_46 tag_47 tag_183 tag_185
q860,24;48;181;185,tag_24 tag_48 tag_181 tag_185
q1848,56;182;183,tag_56 tag_182 tag_183
q1849,52;182;183,tag_52 tag_182 tag_183
q1850,58;182;183,tag_58 tag_182 tag_183
q2207,54;181;185,tag_54 tag_181 tag_185
q2206,58;181;185,tag_58 tag_181 tag_185
q2205,52;181;185,tag_52 tag_181 tag_185
q8159,6;7;183,tag_6 tag_7 tag_183
q272,31;32;184;183,tag_31 tag_32 tag_184 tag_183
q1933,57;182;183,tag_57 tag_182 tag_183
q1934,55;182;183,tag_55 tag_182 tag_183
q1932,52;182;183,tag_52 tag_182 tag_183
q293,24;40;181;182,tag_24 tag_40 tag_181 tag_182
q138,10;7;179;182,tag_10 tag_7 tag_179 tag_182
q1191,179;46;47;181;183,tag_179 tag_46 tag_47 tag_181 tag_183
q548,30;24;43;182;184,tag_30 tag_24 tag_43 tag_182 tag_184
q8138,8;2;182,tag_8 tag_2 tag_182
q907,24;25;181;184,tag_24 tag_25 tag_181 tag_184
q465,28;29;181;184,tag_28 tag_29 tag_181 tag_184
q700,179;24;50;183;181,tag_179 tag_24 tag_50 tag_183 tag_181
q2419,179;52;185;181,tag_179 tag_52 tag_185 tag_181
q2418,56;185;181,tag_56 tag_185 tag_181
q2420,52;185;181,tag_52 tag_185 tag_181
q155,10;7;182,tag_10 tag_7 tag_182
q148,14;2;182,tag_14 tag_2 tag_182
q966,36;37;182;181,tag_36 tag_37 tag_182 tag_181
q930,30;31;32;183;182,tag_30 tag_31 tag_32 tag_183 tag_182
q1074,28;29;182;183,tag_28 tag_29 tag_182 tag_183
q804,34;35;184;181,tag_34 tag_35 tag_184 tag_181
q2013,53;182;183,tag_53 tag_182 tag_183
q2015,54;182;183,tag_54 tag_182 tag_183
q2014,52;182;183,tag_52 tag_182 tag_183
q1136,34;35;181;184,tag_34 tag_35 tag_181 tag_184
q407,181;184;34;35,tag_181 tag_184 tag_34 tag_35
q1264,30;34;35;183;182,tag_30 tag_34 tag_35 tag_183 tag_182
q859,28;29;183;181,tag_28 tag_29 tag_183 tag_181
q1498,53;183;182;181,tag_53 tag_183 tag_182 tag_181
q1499,54;183;182;181,tag_54 tag_183 tag_182 tag_181
q1497,56;183;182;181,tag_56 tag_183 tag_182 tag_181
q302,184;183;31;32,tag_184 tag_183 tag_31 tag_32
q354,30;38;39;181;183,tag_30 tag_38 tag_39 tag_181 tag_183
q1960,52;184;183,tag_52 tag_184 tag_183
q1961,54;184;183,tag_54 tag_184 tag_183
q1959,179;53;184;183,tag_179 tag_53 tag_184 tag_183
q1896,52;185;183,tag_52 tag_185 tag_183
q1897,52;185;183,tag_52 tag_185 tag_183
q1898,54;185;183,tag_54 tag_185 tag_183
q2291,55;183;184,tag_55 tag_183 tag_184
q2290,58;183;184,tag_58 tag_183 tag_184
q2289,179;52;183;184,tag_179 tag_52 tag_183 tag_184
q1526,55;184;183,tag_55 tag_184 tag_183
q1524,54;184;183,tag_54 tag_184 tag_183
q1525,58;184;183,tag_58 tag_184 tag_183
